ean,article,name,brand,basis,price,kcal,kj,fat,satfat,carb,sugar,fibre,protein,salt,source
7311310281014,101230428_ST,Allround Grilloil,Santa Maria,100 gram,"25,50 kr",394.0,1623.0,40.0,2.7,7.5,5.0,0.0,1.8,7.8,hemkop
7315200593911,101216995_ST,Allround Marinad,Caj P,100 gram,"9,41 kr",82.0,344.0,0.9,0.0,16.4,7.0,,2.1,8.8,hemkop
7311310029500,100426148_ST,Allround Marinad Påse,Santa Maria,100 gram,"10,36 kr",81.0,340.0,1.2,0.1,12.0,7.2,3.1,4.0,8.8,hemkop
7311311016240,101544882_ST,Allroundkrydda,Santa Maria,100 gram,"28,34 kr",101.0,423.0,2.5,0.4,8.6,2.0,6.9,7.6,69.0,hemkop
7312930000634,100841546_ST,Almond Cake Mandeltårta Glutenfri Fryst,Almondy,100 gram,"56,73 kr",401.0,1677.0,26.0,11.0,30.0,30.0,,11.0,0.35,hemkop
8721274813876,101840644_ST,Almond Crackable Glass,Magnum,67 gram,"56,73 kr",208.0,870.0,12.0,6.5,22.0,19.0,0.7,3.1,0.08,hemkop
5411188112709,101207874_ST,Almond No Sugars Mandeldryck,Alpro,100 milliliter,"24,55 kr",15.0,61.0,1.1,0.1,0.0,0.0,0.3,0.5,0.15,hemkop
5411188110835,101197313_ST,Almond Roasted Mandeldryck,Alpro,100 milliliter,"24,55 kr",24.0,99.0,1.1,0.1,2.7,2.4,0.3,0.5,0.15,hemkop
5410471110217,100529572_ST,Almond Thins,Jules Destroop,100 gram,"31,18 kr",458.0,1928.0,15.0,7.3,72.0,34.0,,7.4,0.97,hemkop
7331044075901,101192300_ST,Alspånsrökt Kalkonbröst Skivad,Ingelstakalkon,100 gram,"34,02 kr",110.0,500.0,2.0,1.0,2.0,1.5,,19.0,2.5,hemkop
7310760012537,101261379_ST,Amigas Mörkrost Bryggkaffe,Arvidnordquist,,"85,80 kr",,,,,,,,,,
7310760012544,101261326_ST,Amigas Mörkrost Hela Bönor,Arvidnordquist,,"85,75 kr",,,,,,,,,,
74029,100145594_ST,Ananas,,,"27,50 kr",,,,,,,,,,
7340083445101,101239699_ST,Ananas Bitar i Egen Juice,Eldorado,100 gram,"28,34 kr",60.0,240.0,0.5,0.0,13.0,13.0,1.0,0.5,0.01,hemkop
7310401058863,101831526_ST,Ananas Drakfrukt Kolsyrat Vatten Pet,Loka,100 milliliter,"11,30 kr",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,hemkop
7311043002320,101476345_ST,Ananas Fryst,Garant,100 gram,"22,66 kr",63.0,268.0,0.1,0.0,14.0,12.0,1.4,0.4,0.0,hemkop
7311043021581,101762268_ST,Ananas Fryst,Eldorado,100 gram,"32,13 kr",52.0,217.0,0.0,0.0,12.0,11.0,1.2,0.5,0.0,hemkop
5038862003636,101599624_ST,Ananas Jordgub Juice,Innocent,100 milliliter,"37,80 kr",47.0,202.0,0.0,0.0,11.0,11.0,0.0,0.94,0.0,hemkop
7350139071307,101847708_ST,Ananas Kaktus Funktionsdryck Burk,Gowell,100 milliliter,"16,98 kr",1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hemkop
38900006495,101109694_ST,Ananas Krossad,Dole,100 gram,"58,63 kr",61.0,255.0,0.0,0.0,14.9,12.0,0.9,0.9,0.1,hemkop
38900015329,101110227_ST,Ananas Krossad i Juice,Dole,100 gram,"29,34 kr",61.0,255.0,0.0,0.0,14.9,13.2,0.9,0.9,0.1,hemkop
7340083401541,101191813_ST,Ananas Skivad i Egen Juice,Eldorado,100 gram,"30,23 kr",56.0,238.0,0.5,0.0,13.0,13.0,1.0,0.5,0.0,hemkop
7312060200195,101349534_ST,Ananas Split Glass,Triumf Glass,100 gram,"43,48 kr",180.0,750.0,8.7,6.6,23.0,23.0,,1.4,0.09,hemkop
38900014803,101591184_ST,Ananas Tropical Gold Taco/pizza,Dole,100 gram,"58,63 kr",58.0,243.0,0.0,0.0,13.0,12.0,1.0,0.0,0.0,hemkop
7310500186733,101470652_ST,Angusbiff Fryst/1 Port,Findus,100 gram,"35,91 kr",128.0,533.0,6.4,2.1,12.0,2.7,2.2,4.4,0.52,hemkop
7392055051469,101473460_ST,Angusburgare,Köttkultur,100 gram,"75,66 kr",210.0,900.0,15.0,6.5,0.0,0.0,,19.0,0.5,hemkop
7340083485190,101329872_ST,"Angusburgare Frysta/ 4x113,5g",Prime Patrol,100 gram,"85,25 kr",254.0,1053.0,20.0,9.5,0.2,0.2,0.5,18.0,0.98,hemkop
7311311004261,101262318_ST,Anis Hel Påse,Santa Maria,100 gram,"12,25 kr",384.0,1606.0,16.0,0.6,35.0,0.0,15.0,18.0,0.04,hemkop
7350024493337,101436954_ST,Anka Hel Fryst,Julius,100 gram,175 kr,284.0,1177.0,24.0,7.0,1.0,0.5,,16.0,0.2,hemkop
2375877900004,101545510_KG,Ankbröst Barbarie Färsk,La Belle De Fr,100 gram,"253,50 kr",108.0,462.0,1.85,0.0,0.1,0.0,,23.0,0.1,hemkop
7311170022123,100602518_ST,Ansjovis Original,Grebbestads,100 gram,"20,77 kr",180.0,750.0,8.6,3.4,17.0,16.0,,9.7,8.1,hemkop
7311170022116,100279850_ST,Ansjovis Original,Grebbestads,100 gram,"34,02 kr",190.0,800.0,11.0,3.5,14.0,12.0,,9.7,7.6,hemkop
5038862238595,101314591_ST,Antioxidant Kiwi Cucumber Apple Smoothie,Innocent,100 milliliter,"27,39 kr",58.0,244.0,0.0,0.0,13.0,11.0,0.9,0.8,0.0,hemkop
5038862230643,101315379_ST,Antioxidant Super Smoothie,Innocent,200 milliliter,"43,48 kr",106.0,488.0,0.21,0.0,22.0,21.0,1.9,2.6,0.0,hemkop
7340083427954,101206371_ST,Antipasti Skivad,Garant,100 gram,"47,27 kr",340.0,1400.0,25.0,10.7,1.7,0.6,,27.0,3.9,hemkop
7340083427961,101206372_ST,Antipasti Skivad,Garant,100 gram,"93,69 kr",340.0,1400.0,25.0,10.7,1.7,0.6,,27.0,3.9,hemkop
7350027791775,101380003_ST,Antipasti Tallrik,Zeta,,"58,23 kr",,,,,,,,,,
7311041062340,101114474_ST,Apelsin Blanddryck Dunk,Eldorado,100 milliliter,"23,18 kr",3.0,11.0,0.0,0.0,0.4,0.4,,0.0,0.0,hemkop
54033870,101855870_ST,Apelsin Fruktdryck Pet,Mer,100 milliliter,"16,04 kr",44.0,187.0,0.0,0.0,10.6,10.6,,0.0,0.0,hemkop
90375910,101264539_ST,Apelsin Fruktdryck Tetra,Mer,100 milliliter,"6,57 kr",24.0,104.0,0.0,0.0,5.7,5.7,,0.0,0.0,hemkop
7311043000661,101441823_ST,Apelsin Ingefära Marmelad,Garant,100 gram,"30,23 kr",201.0,853.0,0.5,0.0,49.0,48.0,0.9,0.5,0.03,hemkop
7311043023615,101823999_ST,Apelsin Juice Koncentrat,Eldorado,100 milliliter,"16,98 kr",41.0,175.0,0.1,0.0,8.7,8.7,0.2,0.7,0.0,hemkop
7350068170058,101425807_ST,Apelsin Kiwi Ingefära Kallpressad Juice,Råsaft,100 milliliter,"47,27 kr",47.0,195.0,0.5,0.1,11.0,8.4,0.4,0.7,0.0,hemkop
7310070008923,101883546_ST,Apelsin Läsk Pet,Zingo,100 milliliter,"20,77 kr",47.0,197.0,0.0,0.0,11.0,11.0,,0.0,0.0,hemkop
7310401058801,101831588_ST,Apelsin Mandarin Kolsyrat Vatten Pet,Loka,100 milliliter,"12,25 kr",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,hemkop
7310403058830,101831521_ST,Apelsin Mandarin Kolsyrat Vatten Pet,Loka,100 milliliter,"47,27 kr",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,hemkop
7310401058818,101831524_ST,Apelsin Mandarin Kolsyrat Vatten Pet,Loka,100 milliliter,"11,30 kr",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,hemkop
7350126081555,101354919_ST,Apelsin Mango Passion Granola,Paulúns,100 gram,"56,73 kr",405.0,1694.0,18.0,1.3,42.0,6.2,20.0,10.0,0.36,hemkop
73104711,100574442_ST,Apelsin Marmelad,Önos,100 gram,"35,49 kr",270.0,1150.0,0.0,0.0,66.0,64.0,,0.0,0.0,hemkop
4000243108194,100563310_ST,Apelsin Marmelad,Koo,100 gram,"33,59 kr",273.0,1147.0,0.5,0.3,66.0,62.0,2.5,0.5,0.03,hemkop
7340083435355,101224591_ST,Apelsin Marmelad,Garant,100 gram,"30,23 kr",200.0,850.0,0.5,0.0,49.0,47.0,,0.5,0.0,hemkop
5701211012923,101255155_ST,Apelsin Marmelad,Den Gamle,100 gram,"37,80 kr",198.0,829.0,0.0,0.0,47.0,46.0,,0.0,0.02,hemkop
7340083401725,101191666_ST,Apelsin Marmelad,Eldorado,100 gram,"16,04 kr",180.0,750.0,0.0,0.0,43.0,42.0,,0.0,0.0,hemkop
3608580778752,101854053_ST,Apelsin Marmelad Bitter,Bonne Maman,100 gram,"33,07 kr",240.0,1017.0,0.1,0.0,59.0,59.0,0.7,0.3,0.0,hemkop
7317661710241,100260628_ST,Apelsin Marmelad Ekologisk,Björnekulla,100 gram,"31,70 kr",260.0,1100.0,0.5,0.5,66.0,66.0,,0.5,0.5,hemkop
7310090410690,100405250_ST,Apelsin Marmelad Lättsockrad Refill,Bob,100 gram,"20,34 kr",150.0,630.0,0.0,0.0,37.0,36.0,,0.0,0.0,hemkop
7310090401698,100443183_ST,Apelsin Marmelad Refill,Bob,100 gram,"20,34 kr",210.0,879.0,0.0,0.0,52.0,51.0,,0.0,0.03,hemkop
7311043010004,101578236_ST,Apelsin Marmelad Squeeze,Garant,100 gram,"30,23 kr",183.0,776.0,0.5,0.0,45.0,45.0,,0.5,0.03,hemkop
7310090400226,101274542_ST,Apelsin Marmelad Squeezy,Bob,100 gram,"32,65 kr",182.0,760.0,0.0,0.0,45.0,44.0,,0.0,0.0,hemkop
7311043018888,101827623_ST,Apelsin med Fruktkött Juice,Garant,100 milliliter,"46,32 kr",40.0,169.0,0.0,0.0,9.0,8.8,0.0,0.6,0.0,hemkop
7350068170010,101425559_ST,Apelsin med Fruktkött Kallpressad Juice,Råsaft,100 milliliter,"47,27 kr",45.0,188.0,0.5,0.1,10.0,8.4,0.2,0.7,0.0,hemkop
9002515603234,101854473_ST,Apelsin Morot Citron Fruktdryck,Pago,100 milliliter,"17,93 kr",40.0,168.0,0.5,0.1,9.2,9.2,,0.5,0.0,hemkop
7313619001263,101324012_ST,Apelsin Morot Ingefära Chili Juice,Brämhults,100 milliliter,"45,38 kr",38.0,159.0,0.0,0.0,8.0,7.6,0.7,0.7,0.02,hemkop
7311043015917,101782413_ST,Apelsin Nektar,Eldorado,100 milliliter,"27,39 kr",38.0,158.0,0.1,0.0,9.0,8.9,,0.3,0.0,hemkop
7310090150534,100508210_ST,Apelsin Persika Lättdryck,Bob,100 milliliter,"8,99 kr",26.0,99.0,0.0,0.0,5.7,5.5,,0.0,0.0,hemkop
7310090344131,101251298_ST,Apelsin Saft Pet,Bob,100 milliliter,"34,97 kr",32.0,135.0,0.0,0.0,7.8,7.7,,0.0,0.0,hemkop
7310090344063,101251256_ST,Apelsin Saft Pet,Bob,100 milliliter,"28,34 kr",32.0,135.0,0.0,0.0,7.8,7.7,,0.0,0.0,hemkop
7350000552300,101424225_ST,Apelsin Utan Tillsatt Socker Fruktdryck,Proviva,100 gram,"35,91 kr",35.0,148.0,0.1,0.0,8.1,7.0,0.2,0.3,0.03,hemkop
7310070008879,101873493_ST,"Apelsin Zero Läsk, Burk",Zingo,100 milliliter,"10,36 kr",3.0,13.0,0.5,0.1,0.5,0.5,,0.5,0.01,hemkop
7310072001175,101873503_ST,"Apelsin Zero Läsk, Burk",Zingo,100 milliliter,"45,38 kr",3.0,13.0,0.5,0.1,0.5,0.5,,0.5,0.01,hemkop
7313619001270,101324013_ST,Apelsin Äpple Ananas Ingefära Juice,Brämhults,100 milliliter,"45,38 kr",41.0,173.0,0.0,0.0,9.3,8.9,,0.5,0.0,hemkop
5281099000262,101553588_ST,Apelsinblom Vatten,Yamama,100 milliliter,"16,98 kr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hemkop
7312690021436,101051246_ST,Apelsinchoklad Gräddglass,Sia Glass,100 gram,"43,48 kr",230.0,950.0,12.0,6.8,24.0,23.0,0.0,4.1,0.1,hemkop
5000112654158,101364593_ST,Apelsindryck Fruktdryck Burk,Mer,100 milliliter,"10,36 kr",44.0,187.0,0.0,0.0,10.6,10.6,,0.0,0.0,hemkop
7340083474095,101290435_ST,Apelsindryck Mindre Socker Fruktdryck Tetra,Premier,100 milliliter,"13,20 kr",31.0,133.0,0.0,0.0,7.5,7.5,,0.1,0.0,hemkop
7310867561402,101200159_ST,Apelsinjuice,Bravo,100 gram,"27,39 kr",45.0,180.0,0.0,0.0,9.0,9.0,0.4,0.7,0.0,hemkop
7310867561006,100972930_ST,Apelsinjuice,Bravo,100 gram,"45,38 kr",45.0,180.0,0.0,0.0,9.0,9.0,0.4,0.7,0.0,hemkop
7340083411199,101202804_ST,Apelsinjuice Ekologisk Koncentrat,Garant Eko,100 milliliter,"28,34 kr",42.0,177.0,0.1,0.0,8.8,8.8,,0.7,0.0,hemkop
7311043019014,101730188_ST,Apelsinjuice med Fruktkött,Garant,100 milliliter,"32,85 kr",40.0,169.0,0.0,0.0,9.0,8.8,0.0,0.6,0.0,hemkop
7340083456886,101263793_ST,Apelsinjuice med Fruktkött,Garant,100 milliliter,"23,55 kr",42.0,175.0,0.5,0.0,9.5,9.3,,0.6,0.05,hemkop
7311043018987,101804556_ST,Apelsinjuice med Fruktkött,Garant,100 milliliter,"47,27 kr",48.0,202.0,0.1,0.0,11.0,9.3,0.3,0.6,0.0,hemkop
7313619002611,101834007_ST,Apelsinjuice med Fruktkött Ekologisk,God Morgon,100 milliliter,"34,02 kr",41.0,171.0,0.0,0.0,8.8,8.3,,0.8,0.0,hemkop
5038862132893,101515206_ST,Apelsinjuice med Morot Juice,Innocent,200 milliliter,"37,80 kr",90.0,383.0,0.0,0.0,20.0,16.0,,1.2,0.04,hemkop
7313619001539,101324030_ST,Apelsinjuice Nypressad,Brämhults,100 milliliter,"45,38 kr",43.0,182.0,0.0,0.0,9.0,9.0,0.7,0.7,0.0,hemkop
7313619001324,101324016_ST,Apelsinjuice Nypressad,Brämhults,100 milliliter,"65,25 kr",43.0,182.0,0.0,0.0,9.0,9.0,0.7,0.7,0.0,hemkop
7311043018994,101730156_ST,Apelsinjuice Utan Fruktkött,Garant,100 milliliter,"32,85 kr",41.0,172.0,0.0,0.0,9.0,9.0,0.0,0.6,0.0,hemkop
7340083456695,101263331_ST,Apelsinjuice Utan Fruktkött,Garant,100 milliliter,"34,97 kr",42.0,175.0,0.5,0.0,9.5,9.3,,0.6,0.05,hemkop
5038862430456,101341237_ST,Apelsinjuice Utan Fruktkött,Innocent,100 milliliter,"53,89 kr",35.0,149.0,0.5,0.1,7.8,7.8,0.7,0.7,,hemkop
5701073062708,100808262_ST,Apelsinskal Kanderat,Dr Oetker,100 gram,"18,45 kr",314.0,1332.0,0.0,0.0,76.0,70.0,,0.0,0.39,hemkop
2379746700009,101677108_KG,Appenzeller Creamy,Engelmanns,100 gram,"443,80 kr",403.0,1669.0,34.5,20.9,0.5,0.0,,23.3,1.5,hemkop
2351363200001,101612760_KG,Appenzeller Extra,Wernersson Ost,100 gram,"453,30 kr",400.0,1161.0,32.8,19.0,0.0,0.0,,26.0,1.6,hemkop
2379746800006,101677047_KG,Appenzeller Extra 6mån,Engelmanns,100 gram,"472,20 kr",403.0,1669.0,32.8,20.0,0.5,0.0,,26.3,1.5,hemkop
2379746600002,101677046_KG,Appenzeller Klassisk 3mån,Engelmanns,100 gram,"434,40 kr",389.0,1612.0,32.0,19.0,0.0,0.0,,25.0,1.3,hemkop
5038862136389,101307281_ST,Apple & Raspberry Juice,Innocent,200 milliliter,"37,80 kr",84.0,354.0,0.0,0.0,19.0,18.0,,0.5,0.0,hemkop
7340183500700,101847664_ST,Apple Elderflower Energidryck Burk,Homie,100 milliliter,"18,88 kr",1.0,3.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,hemkop
1210002014397,101776351_ST,Apple Fruktdryck,Tropicana,100 milliliter,"36,86 kr",47.0,198.0,0.0,0.0,11.0,11.0,0.6,0.2,0.0,hemkop
5038862139496,101307286_ST,Apple Juice,Innocent,200 milliliter,"37,80 kr",90.0,381.0,0.0,0.0,21.0,19.0,,0.3,0.0,hemkop
5038862138581,101307285_ST,Apple Juice,Innocent,200 milliliter,"53,89 kr",90.0,381.0,0.0,0.0,21.0,19.0,,0.3,0.0,hemkop
5038862138376,101307284_ST,Apple Kiwi & Cucumber Juice,Innocent,200 milliliter,"37,80 kr",78.0,333.0,0.0,0.0,20.0,17.0,,0.0,0.0,hemkop
7350092180221,101500849_ST,"Apple Kombucha 0,5%",Humm,100 milliliter,"27,39 kr",18.0,75.0,0.0,0.0,5.0,3.0,,0.0,0.0,hemkop
7350099240300,101730177_ST,Apple Ocean Energidryck Burk,Wihoo,330 milliliter,"20,77 kr",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,hemkop
2090164800002,100126123_KG,Aprikos Färsk Klass 1,,,"54,97 kr",,,,,,,,,,
7340083435362,101224589_ST,Aprikos Marmelad,Garant,100 gram,"30,23 kr",200.0,850.0,0.5,0.0,49.0,47.0,,0.5,0.0,hemkop
3388600000369,100671159_ST,Aprikos Marmelad,St Dalfour,100 gram,"36,86 kr",204.0,866.0,0.0,0.01,50.0,46.0,0.9,0.5,0.04,hemkop
5701211012985,101255156_ST,Aprikos Marmelad,Den Gamle,100 gram,"37,80 kr",210.0,880.0,0.0,0.0,49.0,44.0,,0.0,0.03,hemkop
7310090421696,100605187_ST,Aprikos Marmelad Lättsockrad Refill,Bob,100 gram,"20,34 kr",130.0,560.0,0.0,0.0,32.0,32.0,,0.0,0.0,hemkop
7310090420699,100543654_ST,Aprikos Marmelad Refill,Bob,100 gram,"25,08 kr",206.0,861.0,0.0,0.0,51.0,50.0,,0.0,0.02,hemkop
7310090420224,101274525_ST,Aprikos Marmelad Squeezy,Bob,100 gram,"33,07 kr",179.0,748.0,0.0,0.0,44.0,41.0,,0.0,0.0,hemkop
7340083446801,101243561_ST,Aprikoser Konserverad,Eldorado,100 gram,"19,82 kr",70.0,290.0,0.0,0.0,16.0,11.0,0.1,0.6,0.1,hemkop
7340083407536,101205494_ST,Aprikoskräm,Garant,100 gram,"22,66 kr",70.0,300.0,0.0,0.0,16.5,14.0,1.0,0.2,0.1,hemkop
7310470065281,100513570_ST,Aprikoskräm,Ekströms,100 gram,"30,75 kr",65.0,274.0,0.0,0.0,16.0,13.0,,0.0,0.03,hemkop
7310470071107,100513641_ST,Aprikoskräm Utan Tillsatt Socker,Ekströms,100 gram,"27,91 kr",18.0,76.0,0.0,0.0,3.9,1.3,,0.0,0.03,hemkop
8034028332548,101841093_ST,Arabica Hela Bönor,Borbone,,"235,60 kr",,,,,,,,,,
8002270236976,101874889_ST,Aranciata Ross Sparkling Läsk Burk,San Pellegrino,100 milliliter,"66,20 kr",38.0,160.0,0.0,0.0,9.1,9.0,0.0,0.1,0.0,hemkop
8002270556968,101884329_ST,Aranciata Rossa Zero Läsk Burk,San Pellegrino,100 milliliter,"66,20 kr",6.0,25.0,0.0,0.0,1.0,1.0,0.1,0.0,0.02,hemkop
8002270236952,101887429_ST,Aranciata Sparkling Läsk Burk,San Pellegrino,100 milliliter,"66,20 kr",35.0,150.0,0.0,0.0,8.2,8.1,0.0,0.1,0.0,hemkop
7310941803411,100930502_ST,Arbogapastej Glutenfri Mjölkfri Skivbar,Arboga,100 gram,"21,72 kr",250.0,1050.0,20.0,8.0,8.0,1.5,,10.0,1.9,hemkop
7310941801707,100139761_ST,Arbogapastej Original Bredbar,Arboga,100 gram,"14,14 kr",280.0,1200.0,24.0,12.0,9.0,4.1,,9.1,2.0,hemkop
7310941803220,100139627_ST,Arbogapastej Original Skivbar,Arboga,100 gram,"14,66 kr",270.0,1100.0,22.0,8.8,8.5,2.4,,10.0,2.0,hemkop
7310941803237,100156126_ST,Arbogapastej Original Skivbar,Arboga,100 gram,"27,39 kr",270.0,1100.0,22.0,8.8,8.5,2.4,,10.0,2.0,hemkop
7317731535002,101474394_ST,Arborioris,Saltå Kvarn,100 gram,"44,43 kr",390.0,1650.0,0.6,0.5,88.0,0.5,1.4,7.0,0.01,hemkop
7350002404980,101186078_ST,Arborioris,Zeta,100 gram,"43,48 kr",350.0,1487.0,0.6,0.5,78.0,0.5,,7.4,0.0,hemkop
7311043008742,101599140_ST,Arborioris Rundkornigt Till Risotto,Garant,100 gram,"26,55 kr",348.0,1475.0,1.2,0.4,77.0,1.0,1.6,7.0,0.01,hemkop
7350146812535,101824154_ST,Arktis Granatäpple Energidryck Burk,Latitude 65,100 milliliter,"19,40 kr",1.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,hemkop
8004769254065,101607345_ST,Armonico Kaffekapslar,Musetti,,"34,02 kr",,,,,,,,,,
8712566319206,101192413_ST,Aromat Kryddsalt Burk,Knorr,100 gram,"17,93 kr",169.0,710.0,3.6,1.3,16.0,7.3,,13.0,59.0,hemkop
7310394005912,100013183_ST,Aromat Kryddsalt Påse,Knorr,100 gram,"16,98 kr",150.0,631.0,3.6,1.2,16.0,7.3,0.6,13.0,58.5,hemkop
7340083443305,101231940_ST,Arrabbiata Pastasås,Garant,100 gram,"23,61 kr",40.0,170.0,1.3,0.2,6.1,5.2,1.1,1.2,1.1,hemkop
8076809513388,100418870_ST,Arrabbiata Pastasås,Barilla,100 gram,"25,50 kr",60.0,250.0,3.1,0.3,5.5,5.0,2.2,1.4,1.0,hemkop
7611612142199,101265699_ST,Arrabbiata Pastasås,Monte Castello,100 gram,"16,98 kr",34.0,144.0,0.1,0.1,7.0,4.0,0.8,0.9,0.9,hemkop
7331061000856,101275241_ST,Arrabbiata Pastasås,Itigo,100 gram,"34,97 kr",28.0,118.0,0.5,0.1,4.2,3.5,2.6,1.1,0.75,hemkop
7340083453441,101259158_ST,Arrabbiata Tortelloni Färsk Pasta,Garant,100 gram,"31,18 kr",265.0,1095.0,5.9,2.1,40.0,4.1,3.6,9.9,1.3,hemkop
7311043004263,101501038_ST,Arraksboll 6-pack,Eldorado,100 gram,"16,98 kr",453.0,1902.0,23.0,8.4,53.0,34.0,4.0,4.7,0.3,hemkop
7311311015175,101282486_ST,Arrowrot Burk,Santa Maria,100 gram,"26,45 kr",348.0,1478.0,0.0,0.0,85.0,0.0,3.4,0.0,0.0,hemkop
7611612121019,101317326_ST,Asia Box Massaman Curry Chick Fryst/1 Port,Spicefield,100 gram,"34,02 kr",162.0,681.0,5.8,2.8,20.0,1.4,1.3,6.8,0.64,hemkop
7311312007513,101436071_ST,Asian Steamed Buns 4p,Santa Maria,100 gram,"32,13 kr",250.0,1060.0,2.0,0.4,50.0,6.0,2.4,7.5,0.47,hemkop
7340083499920,101433527_ST,Asiatisk Wokmix Fryst,Garant,100 gram,"23,61 kr",42.0,177.0,0.0,0.0,7.9,4.1,3.1,1.0,0.06,hemkop
7311311004278,101262253_ST,Askorbinsyra Påse,Santa Maria,100 gram,"13,20 kr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hemkop
7350058337003,101847309_ST,Astro Vibe Energidryck Burk,Celsius,100 milliliter,"21,72 kr",3.0,12.0,0.0,0.0,0.0,0.0,,0.0,0.0,hemkop
5701009045461,101804494_ST,Atamon Flytande,Törsleffs,,"16,04 kr",,,,,,,,,,
7310628008870,101513658_ST,Atrilli Grillkorv,Atria,100 gram,"70,93 kr",230.0,940.0,16.0,6.3,11.0,1.3,,10.0,2.1,hemkop
2091101000004,101352994_KG,Aubergine Graffiti Klass 1,,,"54,70 kr",,,,,,,,,,
74603,100773272_ST,Aubergine Klass 1,,,"16,98 kr",,,,,,,,,,
8697406271657,101337569_ST,Auberginepuré Grillad,Yonca,100 gram,"26,45 kr",30.0,124.0,0.2,0.0,6.0,1.1,,1.0,1.2,hemkop
5060947542419,101488871_ST,"Aussie Lemonade Energidryck, Burk",Monster Energy,100 milliliter,"19,82 kr",42.0,177.0,0.0,0.0,11.0,9.7,,0.0,0.08,hemkop
9421009030347,101346310_ST,Avocado Oil Extra Virgin,Olivado,100 milliliter,"89,91 kr",805.0,3370.0,91.0,13.0,0.0,0.0,0.0,0.0,0.0,hemkop
7311041052105,101064376_ST,Avokado 2-pack Eko Klass 1,Garant Eko,,"37,80 kr",,,,,,,,,,
8718366133844,101357956_ST,Avokado 3-pack Mogen Klass 1,Garant,,"33,60 kr",,,,,,,,,,
74227,100151933_ST,Avokado Klass 1,,,"13,50 kr",,,,,,,,,,
7311041052112,100960346_ST,Avokado Klass 1,,,"34,95 kr",,,,,,,,,,
7340083476228,101295347_ST,Avokado Skivor Fryst,Garant,100 gram,"35,91 kr",180.0,750.0,17.0,4.8,2.4,0.5,4.6,1.1,0.7,hemkop
7340083476211,101295346_ST,Avokado Tärningar Fryst,Garant,100 gram,"22,66 kr",144.0,604.0,14.0,3.6,0.5,0.5,6.1,1.7,0.3,hemkop
7312631006027,100221644_ST,Avorio Risottoris,Risenta,100 gram,"39,27 kr",349.0,1484.0,0.8,0.3,78.0,0.6,0.9,6.9,0.0,hemkop
7350042716678,101262284_ST,Awake Hallon Pet,Vitamin Well,100 milliliter,"20,77 kr",17.0,71.0,0.0,0.0,4.2,4.2,0.0,0.0,0.03,hemkop
7350056796000,101245980_ST,Ayran Turkisk Yoghurtdryck,Larsa Foods,100 gram,"17,93 kr",42.0,175.0,2.4,1.4,2.8,2.8,,2.4,0.82,hemkop
7350056791500,101245618_ST,Ayran Turkisk Yoghurtdryck,Larsa Foods,100 gram,"8,04 kr",42.0,175.0,2.4,1.4,2.8,2.8,,2.4,0.82,hemkop
7613035850194,101269386_ST,Azera Espresso,Nescafé,,"91,80 kr",,,,,,,,,,
8000500227848,101283012_ST,B-ready Nutella 6-pack,Nutella,100 gram,"32,13 kr",521.0,2177.0,27.0,9.5,60.7,47.1,,7.2,0.559,hemkop
7350113940032,101335301_ST,Baba Ganoush,Zeinas,100 gram,"28,34 kr",250.0,1033.0,22.0,1.6,7.6,3.8,3.2,3.8,1.4,hemkop
7611612109406,101285966_ST,Baby Corn In Brine,Spicefield,100 gram,"17,93 kr",40.0,170.0,0.2,0.0,7.0,0.0,,1.1,1.0,hemkop
7310500026039,100655792_ST,Babymorötter Frysta,Findus,100 gram,"28,34 kr",35.0,146.0,0.0,0.0,6.7,6.5,3.2,0.6,0.095,hemkop
7340083466830,101281469_ST,Babyspenat,Garant Eko,,"28,34 kr",,,,,,,,,,
7340083444333,101240156_ST,Babyspenat Ekologisk Klass 1,Garant Eko,,"18,88 kr",,,,,,,,,,
7340083465543,101281446_ST,Babyspenat Klass 1,Garant,,"15,93 kr",,,,,,,,,,
7340083465567,101281488_ST,Babyspenat Klass 1,Garant,,"19,82 kr",,,,,,,,,,
8711327416192,101337938_ST,Bacon & Onion Snack Pot,Knorr,100 gram,"18,45 kr",89.0,372.0,3.4,0.7,11.0,2.1,1.8,2.6,0.62,hemkop
7340062457941,101690521_ST,Bacon Alspånsrökt Skivad,Smak Av Svea,100 gram,"25,50 kr",300.0,1250.0,28.0,11.0,0.5,0.5,,13.0,2.5,hemkop
7311442161604,101070957_ST,Bacon Amerikansk Dressing,Kavli,100 gram,"22,66 kr",600.0,2500.0,63.0,4.4,6.8,5.5,,1.9,0.7,hemkop
7300202024006,101773978_ST,Bacon Björk&alspånsrökt,Scan,100 gram,"18,88 kr",310.0,1300.0,28.0,11.0,0.0,0.0,,14.0,2.3,hemkop
